entity_id,entity_label,relation_id,Question
Q12202,stroke,R509,Who died from a stroke
Q843402,Warner Bros Records,R264,what artist belongs to warner bros records
Q3031096,Vijay Raaz,P106,What is the profession of vijay raaz
Q3440244,Roland Romanelli,P19,what largest city of Algeria is roland romanelli from 
Q2903389,Bill Foster,P27,which country is bill foster from
Q273925,Gladys Marin,P106,what is the occupation of gladys marin
Q641760,Ted,P162,who produced ted
Q19204627,American football player,R106,Who is an american football player on the New York Jets in the 2006 season
Q3208914,Lady from Louisiana,P57,who directed lady from louisiana
Q986536,Sao Francisco do Sul,P17,what is the second level division of sao francisco do sul
Q7936652,Visvanathan Rudrakumaran,P19,from what city is visvanathan rudrakumaran from
Q124426,2201 Oljato,P31,2201 oljato is an example of what celestial object
Q2828122,Ain't Nobody Worryin',P175,Who wrote the album aint nobody worryin
Q16232272,Chase McBride,P106,What is Chase McBride profession
Q1344,opera,R136,what artist makes opera music
Q49085,African Americans,R172,Who is a notable african american
Q6012534,In the Mirror of Maya Deren,P495,what country is the film in the mirror of maya deren from
Q2885313,Gabriel Manelli,P27,what country is gabriel manelli from
Q14428,Capcom,R123,What is the title of a game that capcom published
Q6722375,Mac Van Valkenburg,P27,What is mac van valkenburg nationality
Q16192721,Mark Gilroy,P19,where was mark gilroy born
Q2917578,The Mahabharata,P364,which language is spoken in the mahabharata
Q639182,SST Records,R264,Name an artist signed to sst records
Q613575,Yvan Rajoarimanana,P413,What position did yvan rajoarimanana play
Q94043,Johan Botha,P27,Which country is johan botha from
Q245389,Zygmunt Solorz-Zak,P19,which city was zygmunt solorz-Zak originally from
Q3502387,Sub Rosa,P136,what types of music is sub rosa
Q6662466,Lloyd Haynes,P20,Where did lloyd haynes die
Q6948895,Mystery of the River Boat,P364,what language was mystery of the river boat filmed in
Q44803,Salta Province,R276,what happened at salta province
Q4659502,A Shropshire Lad,P50,Who is the author of the book a shropshire lad
Q847142,Pacific Time Zone,R421,what city uses pacific time zone
Q7764738,The Slanted Screen,P136,what kind of movie is the slanted screen
Q7289788,Ramo Nakajima,P27,what country is ramo nakajima from
Q7173002,Peter Brownback,P27,what country is peter brownback originally from
Q1245,Enrico de Nicola,P106,what is enrico de nicola profession 
Q1733779,LA Without a Map,P495,What country made the movie la without a map
Q4646285,99,P364,What is the language spoken in 99 
Q497155,Touchstone Pictures,R272,What films has touchstone pictures released 
Q541679,Democrats of the Left,P1142,What is the basic ideology of the democrats of the left
Q192239,historical novel,R136,what are titles of historical novels
Q1837775,Jackie Collins,R50,what are some works by jackie collins
Q14567341,Herbert F Leary,P20,where did herbert f leary pass away 
Q391267,Dungeons & Dragons: Wrath of the Dragon God,P136,"What Netflix genre is ""Dungeons and Dragons: Wrath of the Dragon God"""
Q3809316,John Harris,P21,what is john harris gender 
Q3989161,The Sea Wolf,P495,Where was the film the sea wolf shot in
Q16255658,Urban Ghost Story,P495,which country is urban ghost story from
Q2556603,Madhur Jaffrey,P27,Which nation is madhur jaffrey from
Q3853027,Max Crivello,P27,what european country is max crivello
Q1175150,David Leavitt,R50,What is a book that david leavitt wrote
Q957024,Joseph Williams,R86,what type of school type is central high school
Q79990,Christchurch,R19,Who was born in christchurch
Q7762865,The Season of Men,P495,Which nation filmed the season of men 
Q2829062,Akira Fubuki,P19,what is the place of birth of akira fubuki
Q192720,Thomas Gainsborough,R138,What is a place that was named after thomas gainsborough
Q7294614,Rarua Dikana,P21,What gender is rarua dikana
Q2296698,David Gordon Green,R57,what films were directed by david gordon green
Q171632,Maracaibo,R19,what the name of a relief pitcher born in maracaibo
Q782551,Pip Williams,P27,what is pip williams nationality
Q3313010,Tininho,P413,tininho plays which position
Q1355290,Jeremy Spencer,R175,What an album from jeremy spencer
Q2622000,14960 Yule,P31,what category is 14960 yule
Q6172882,Jeena Yahan,P57,who directed jeena yahan
Q1048902,pitcher,R413,what person plays the baseball position of a pitcher
Q1396122,HD 24040,P31,What type of celestial body is hd 24040 categorized as
Q1105631,Code Name: The Cleaner,P272,What company produced code name: the cleaner
Q8687,Athletic Club,P115,What is athletic bilbao home stadium
Q5978683,I Only Have Eyes for You,P364,What is the language of the film i only have eyes for you
Q3002890,Cristina Marsillach,P21,What is Cristina Marsillach profession
Q6586263,Rungtham Pumseenil,P19,Where was Rungtham Pumseenil place of birth
Q285444,Madeleine Peyroux,R175,What is an album by madeleine peyroux
Q4711922,Alberto Almici,P413,what is  alberto almicis position in soccer
Q2337769,Spider-Man 3,P123,who is the publisher for spider-man 3
Q1570859,Waalbrug,P31,what kind of bridge is the waalbrug
Q4706191,Alan Black,P19,Where was alan black born
Q1097375,Go Go Tales,P495,what country is the movie go go tales from
Q277903,Surf Nazis Must Die,P136,what type of movie is surf nazis must die
Q1305161,A Summer in La Goulette,P364,What language is spoken in the film a summer in la goulette
Q16952991,Modernity Killed Every Night,P136,what type of album is modernity killed every night
Q52954,keyboard instrument,R1303,which musician plays keyboard
Q16190417,Tania Fiolleau,P19,what city in canada was tania fiolleau born
Q4704021,Al Helfer,P27,What nation is al helfer from
Q12124725,Headrush,P364,What languages did they speak in headrush
Q6451087,Kyle Cease,P27,what is kyle cease nationality
Q1067679,Charon,P136,what type of music does charon play
Q6770384,Mark Wilson,P136,What type of artist is mark wilson
Q1282780,Eddie Garrett,P21,What is the gender of eddie garrett
Q7407878,Sam McDaniel,P106,whats the profession of  sam mcdaniel
Q2466841,San Justo,P131,Who is an administrative parent of san justo
Q738529,Oz Scott,P172,what is the ethnicity of oz scott
Q33999,actor,R106,Name an actor
Q130232,drama film,R136,Which movie title is a Netflix drama
Q6807994,Meg Kissinger,P27,What nation is meg kissinger from
Q163132,Akron,P17,akron  is a city in Ohio in what country
Q710131,Mike Figgis,R58,What is a film that mike figgis has written
Q6774313,Martha,P136,what type of film is martha
Q6969234,Nathan McCall,P27,which country is nathan mccall from 
Q49085,African Americans,R172,who is a known african american person
Q1577854,Hans-Jurgen Wittfoht,P19,Where was hans-jurgen wittfoht born
Q7499489,Shizuku,P404,What a gameplay mode available in shizuku
Q220830,surf music,R136,what album is in the genre of surf music
Q1957756,Even Pigeons Go to Heaven,P495,where is the movie even pigeons go to heaven from 
Q7793077,Thomas Pearsall,P21,what gender is thomas pearsall
Q4680348,Adams Farm,P149,What is the architectural style of adams farm
Q336286,defender,R413,whats the name of a known football  defender
Q824020,Maibara,R19,who was born in maibara
Q286074,Emile Lemoine,P20,what famous city in paris did  Emile lemoine die
Q83440,country music,R136,What is the name of a country artist
Q1229160,Libertarias,P58,who wrote the film libertarias
Q7304189,Red Glove,P50,who authored the book red glove
Q5149028,Colorblind,P136,What is the genre of the album colorblind
Q1067503,5110 Belgirate,P196,which asteroid group is 5110 belgirate found in
Q15996415,Vivian Davies,P607,which conflict did vivian davies participate in
Q4799686,Arthur McArthur,P27,What country is arthur mcarthur from
Q14715666,Lewis House,P149,What is the architectural style of the lewis house
Q763905,4937 Lintott,P397,What does 4937 lintott orbit
Q7128941,Pam Hyatt,P40,who is a son of pam hyatt
Q158886,Nuclear Blast,R264,Name an artist on the nuclear blast record label
Q45765,Jack London,P40,who is jack london daughter
Q362,World War II,R607,Name a military personnel involved in world war ii
Q617030,Schiaparelli,P138,Who is schiaparelli named after
Q1689413,Jimmy Nolen,P172,what ethnicity does jimmy nolen identify with
Q2364140,Games,P495,what country was games from
Q24639,Vancouver,R19,who was born in the city of vancouver
Q7412927,Samuel Whitside,P119,what is the place of burial of samuel whitside
Q1849841,Rhydian Roberts,P264,what is rhydian label 
Q4249802,Sacha Gervasi,R58,What movie has sacha gervasi contributed to
Q280658,forward,R413,who is a football playing forward
Q288785,Danilo Pustinjakovic,P413,Is danilo pustinjakovic a goalkeeper or a forward
Q235321,Jill Stein,P19,Where was jill stein born
Q16254091,Shakal Pe Mat Ja,P495,where is shakal pe mat ja from
Q207575,Riom,R19,Who a politician born in riom
Q6186490,Jesse Jefferson,P27,which country is jesse jefferson from
Q1089257,On the Air,P495,which country on the air from 
Q6778428,Marvin Miller,P21,whats marvin miller gender
Q3832323,Violeta Foster,P21,is lyja male or female
Q7824422,Top Banana,P495,What country is the film top banana from
Q319122,Candleshoe,P364,what language is spoken in candleshoe
Q142811,Allentown,R19,what person was born in allentown pennsylvania
Q965487,Dan Ito,P413,what is  dan itos position in soccer
Q61015,Prince Leopold of Bavaria,P53,what family is prince leopold of bavaria a member of
Q764734,Prisoner of the Mountains,P58,Who wrote prisoner of the mountains
Q936281,Natasza Urbanska,P19,where was natasza urbanska born
Q1681014,James Rachels,P20,where did james rachels die
Q7124152,Pagamsuren Altantuga,P19,what country in east-central Asia is pagamsuren altantulga from
Q928545,Character,P364,What is the language of the movie character
Q971701,Mustis,P106,What is mustis profession
Q6895044,multiplayer video game,R404,what are multiplayer games
Q15706008,Law of the Barbary Coast,P495,what country is law of the barbary coast from
Q2517274,Metal Gear Acid 2,P179,what game series is metal gear acid 2
Q731776,Jennifer 8,P86,Who composed the music for the film jennifer 8
Q7382487,Rustic Overtones,P264,What is the label rustic overtones is associated with
Q251881,Angel Romano,P413,what position does Angel romano like to play
Q1396278,Chase Masterson,P27,what country is chase masterson from
Q4290512,Petr Kasprak,P413,what football position does petr kasprak play
Q2265631,David Barry,P21,What gender is david barry
Q947001,George Enescu,P421,which time zone is george enescu botosani located in
Q450130,Evelin Samuel,P19,where was evelin samuel born
Q645928,biographical film,R136,Name a biographical film
Q3299864,Aden Emergency,P710,Who was the entity involved in the aden emergency
Q1903018,Arcade Pool,P404,what gameplay modes are available with the game arcade pool
Q7404563,Salim Khan,P140,what religion does salim khan practice 
Q16043515,Robert Wood Johnson I,P509,What is the cause of death of Robert Wood Johnson I
Q5292369,Don Cameron,P19,Where was don cameron born
Q864349,Dungeon Explorer: Warriors of Ancient Arts,P178,who developed the computer videogame dungeon explorer: warriors of ancient arts
Q732436,Maradona by Kusturica,P136,what type of film is maradona
Q457190,Patty Griffin,R175,What is the title of patty griffin 1998 album
Q1191106,The Banger Sisters,P86,who was responsible for the music in the film the banger sisters
Q328637,Billy Goldenberg,R86,what film did billy goldenberg create music for
Q12300963,Alexandre Willaume,P27,what nationality is alexandre willaume-jantzen
Q91335,Albert Fraenkel,P20,What is Albert Fraenkel place of death
Q853873,cantopop,R136,What is the name of a cantopop
Q4000753,Tutta colpa di Giuda,P495,which country was freedom filmed in
Q152631,4079 Britten,P397,What celestial body does 4079 britten orbit
Q700211,Steglitz,R19,Who was born in steglitz
Q13643306,Leslie Norris,P21,is leslie norris a male or a female
Q48173,Bedrich Smetana,R86,what films have smetana been credited in
Q7822707,Tony Kenworthy,P413,which position does tony kenworthy play
Q5523996,Garrick Utley,P20,Where did garrick utley die
Q154993,Christian VI of Denmark,R40,who is a parent of  christian vi of denmark
Q2605345,Fritz Eichenberg,P19,where was fritz eichenberg born
Q2290168,Antonio Labacco,P106,What profession was antonio labacco
Q76434,Georges Depping,P20,in what french city did georges depping die
Q7232273,Portrait of Hell,P364,What language is spoken in portrait of hell
Q235252,Pat Benatar,P264,what is the label of the artist pat benatar
Q270664,Victor Garber,P21,is victor garber male or female
Q229808,The Amazing Spider-Man,P86,who did the music in the film  the amazing spider-man
Q6261615,John Urrea,P106,What is the profession of John Urrea
Q49085,African Americans,R172,who is an african american
Q3266563,Access,P136,What sort of music does access write
Q6531118,Leslie Sarony,P20,which capital city did leslie sarony die 
Q130232,drama film,R136,what is a war drama film 
Q1480156,11463 Petrpokorny,P196,(11463) 1981 en24 is part of which asteroid group
Q468054,Mick Mars,P136,which genre does mick mars perform in
Q6226187,John Clark,P21,What is the gender of john clark
Q464129,mariachi,R136,Name a mariachi artist
Q2555801,Jon Koncak,P19,where was jon koncak given birth
Q75897,Nana Abrokwa,P21,what is nana gender
Q49607,The Elder Scrolls IV: Oblivion,P404,what is a gameplay mode available in the elder scrolls iv: oblivion
Q40966,Opel,P138,Where does the namesake opel come from
Q1283316,Greg Ginn,P27,what is greg ginn country of nationality
Q226730,silent film,R136,Name a movie known under the silent film genre
Q60970,Sakis Rouvas,P21,What gender is sakis rouvas
Q721521,Hughie Thomasson,P20,Where did hughie thomasson die
Q7963364,Wally George,P21,is wally george male or female
Q5530632,Gemini,P175,who created gemini
Q190585,Island Records,R264,What an artist under island records
Q6769833,Mark Steines,P19,Which city was mark steines born in
Q7771132,The Ultimate Collection,P175,who recorded the album the ultimate collection
Q5624671,Gymnoi sto dromo,P495,what country made the film  gymnoi sto dromo
Q298388,Noel Coward,R58,what film was  noel coward the film story contributor of
Q193592,midfielder,R413,Name someone who plays as a midfielder
Q2650396,Alois Pumberger,P19,Where was alois pumberger born
Q6166934,Jay Miltner,P20,where did jay miltner die
Q3365095,Paris Palace Hotel,P495,Which country filmed paris palace hotel
Q6141985,James Renshaw Cox,P27,what country does james renshaw cox claim nationality in
Q182415,reality television,R136,What was a popular reality television program
Q263094,Elizabeth Stride,P27,which country is elizabeth stride from 
Q4280508,Gail Mancuso,R57,what episode did gail mancuso direct 
Q376144,The Red Violin,P58,Who wrote the red violin
Q2736038,John Winston,P19,where was john winston born
Q4353419,Kidulthood,P162,who produced the film kidulthood
Q4596000,1 More Hit,P364,What language is 1 more hit filmed in
Q7149626,Paul Butcher,P21,what gender is paul butcher
Q4933534,Bob O'Brien,P413,Which position does bob obrien play
Q2068675,Mario Kart: Super Circuit,P136,what kind of video game is mario kart: super circuit
Q272162,St James Palace,R19,which famous woman was born in st jamess palace
Q6416185,Kirsty Wark,P27,which country is kirsty wark from
Q12040991,No Blue Thing,P136,what type of music is no blue thing
Q2479261,Vinyan,P495,what country was vinyan filmed in
Q2642653,Alexander McNair,P27,Where is alexander mcnair from
Q1323917,Triangle,P136,what types of music is triangle
Q38848,heavy metal,R136,Who is the heavy metal guitarist from motorhead
Q16095729,Howard Nathaniel Lee,P27,Where is howard nathaniel lee from
Q801,Israel,P150,What is a district in israel 
Q772949,Tout ca pour ca ,P364,is tout ca pour ca  in french or spanish
Q7348164,Robert Ortiz,P27,what country is robert ortiz from
Q123798,Charlie Conacher,P20,where did charlie conacher pass away
Q375594,Born Yesterday,P364,what language is the born yesterday distributed in
Q3147353,Iao Lethem,P27,what is iao lethem nationality
Q580866,THQ,R123,What game published by thq
Q3310546,Michel Pavon,P413,what position does michel pavon play in soccer
Q155423,Nestor Almendros,P19,where was nestor almendros born
Q859567,Tiris Zemmour Region,P131,what is a country in the tiris zemmour region
Q2499983,Betrayed,P136,what genre is betrayed 
Q76474,Walther Bothe,P19,Where was walther bothe born
Q5044712,Carole Maso,P21,what is the gender of carole maso 
Q1048902,pitcher,R413,what baseball player played as a pitcher
Q301032,Aar Paar,P162,Who produced the film across the heart
Q1778752,Ponca City,R19,which actress was born in ponca city 
Q6752218,Mantri Gari Viyyankudu,P364,what is the language in the film manthri gari viyyankudu
Q315195,Biggesee,P17,what country is biggesee in 
Q5533321,Genko Slavov,P27,What is genko slavov country of nationality
Q361,World War I,R607,Who a british army officer involved in world war i
Q6740586,Mal Brough,P27,what country is mal brough from
Q3284388,Call of Duty: Modern Warfare 3 - Defiance,P123,who published call of duty: modern warfare 3 - defiance
Q4722977,Alfred Jones,P21,Name the gender of Alfred Jones
Q415598,Akamai Technologies,P112,who founded akamai technologies
Q7327471,Richard Low,P21,what is richard low gender
Q7815149,Tom Buskey,P106,What was tom buskey profession
Q79875,Mobile,R19,Who was born in mobile
Q1188691,Peace Bridge,P31,What kind of bridge is peace bridge
Q4703682,Al Clauss,P413,what is the position of al clauss
Q724728,James Sinclair,P21,What gender was james sinclair
Q3962837,Slouching Towards Bedlam,P404,what type of game is slouching towards bedlam
Q5774615,History: Mob Music,P175,which musician produced history: mob music
Q2001181,Charles Town,P17,what country is charles town west virginia in
Q1342267,A Thousand Years of Good Prayers,P136,what is the netflix genre of the film a thousand years of good prayers
Q167850,Zaz,P136,Which genre of music does zaz associate with
Q220158,Zoogz Rift,P264,what label is zoogz rift under
Q6084932,Hakan Karahan,P19,where was hakan karahan born
Q12006,Dave Grohl,P19,Where was dave grohl born
Q12152,myocardial infarction,R509,who died of myocardial infarction
Q226730,silent film,R136,What a silent film released in 1918
Q8261,novel,R136,what is a novel written by Martin Allerdale Grainger
Q506430,David Malouf,P19,What is david malouf place of birth
Q7738013,The Greater Love,P136,What type of film is the greater love
Q72792,Hal Roach,R57,what film  hal roach the director of
Q575806,Lawrence Gordon,R162,What is a film produced by lawrence gordon (producer)
Q272866,Toni Rothmund,P20,Where did toni rothmund perish
Q7793862,Thomas Seidelin,P413,What is the position of thomas seidelin in football
Q7739711,The Hillside Strangler,P136,what category us the hillside strangler on Netflix 
Q5494151,Freak,P495,Where did the tv program freak originate from
Q2908579,Boesman and Lena,P58,boesman and lena is a story by
Q7798922,SimCity,P123,who was the publisher of the computer videogame simcity
Q1713599,Rudolf Munger,P21,Which gender is rudolf munger
Q316336,Ersan Ilyasova,P27,which country is ersan Ilyasova from
Q1757697,Life and Death Are Wearing Me Out,P50,who wrote life and death are wearing me out 
Q496607,Flathead County,R131,what is the hud county place in flathead county
Q7338687,Riverton-Belvidere Bridge,P31,what kind of bridge is the riverton-belvidere bridge
Q6833582,Michael Pook,P413,What soccer position does michael pook play
Q211974,Silvio Narizzano,R57,which film was directed by silvio narizzano
Q5212720,Damn Yankees,P495,what country was damn yankees filmed in
Q5234545,David H McNerney,P20,where on earth did david h mcnerney die
Q193592,midfielder,R413,what midfielder played the majority of his career for falkirk
Q7561180,Song of the Sea,P58,who wrote song of the sea
Q3927,Astrakhan,R19,Who was born in astrakhan
Q16091352,Gordon Wallace,P21,Is gordon wallace male or female
Q2414765,Cafe Titanic,P136,what is the genre of the film buffet titanic
Q7368904,Rosie Mendez,P27,what is the nationality of rosie mendez
Q2644875,Alfred Dobbert,P19,Where was  alfred dobbert born
Q5442165,Felix Chimaokwu,P413,What position does felix chimaokwu play
Q441722,Jamie Babbit,R57,what film was jamie babbit the director of
Q478579,The Tempest,P136,under what netflix genre would the tempest be found
Q506592,John Phillips,R676,what is a work by john phillips
Q1801544,Lamhe,P272,what is the producing company of the movie lamhe
Q674082,Paul Philippe Cret,P20,Where in the US did paul philippe cret die
Q55407,Raj Kapoor,P40,Who is the child of raj kapoor
Q318461,Vasil Levski,P140,what belief does vasil levski belong to
Q1150785,Mickey Donald Goofy: The Three Musketeers,P495,Which country is the film mickey donald goofy: the three musketeers from
Q224754,Tony Goldwyn,R162,What film did tony goldwyn produce 
Q338678,The Treatment,P364,what language is the treatment in
Q10871364,baseball player,R106,Name a baseball player
Q458426,Misty Stone,P172,what ethnicity is misty stone 
Q115764,Emmanuel Pahud,P264,what label is emmanuel pahud on 
Q1031664,Benny Sapp,P413,what is the position of benny sapp the football player
Q3210994,The Bumblebee Flies Anyway,P364,What language is the movie the bumblebee flies anyway in
Q295599,Two-Face,P170,Who created the character of two-face
Q6306102,Juli Erickson,P27,Name juli erickson country of origin
Q1308637,The Purchase Price,P136,What genre is the film the purchase price
Q1567505,The Awakening,P136,Is the awakening a novel or a short story
Q3209095,Irene Taylor Brodsky,P27,which country is irene taylor brodsky from
Q281894,Converge,P264,under which label does the band converge work
Q508462,Laura Veirs,R175,whats an album by the artist laura veirs
Q176,Quebec,P421,Which timezone is quebec located in
Q2312855,Mladen Sekularac,P413,Does mladen Sekularac play small forward or point guard
Q93204,documentary film,R136,Name a documentary film
Q458749,Wanderlei Silva,P27,what country is wanderlei silva from
Q10342549,Otavio Gabus Mendes,P20,where was the death place of octavio gabus mendes
Q239897,Joann Sfar,R58,who helped write the story for joann sfar
Q1133723,Freaks,P58,Who wrote the film freaks
Q2030682,Room 6,P495,which country was room 6 shown in
Q6928361,Mr & Mrs Used to Be,P175,Who released the album mr & mrs used to be
Q484641,pop rock,R136,which musician plays pop rock
Q284162,Barbie in 'A Christmas Carol',P495,What country was the movie barbie in a christmas carol made by
Q7372992,Roy Ironside,P413,what is the soccer player roy ironside position
Q3655685,John Inglis,P413,what position does john inglis play
Q718806,Proteus,P170,who created proteus (comics)
Q35760,essay,R136,what is a book in the essay genre
Q4413326,Grave Secrets,P364,what language was used in secret screams
Q845613,More Than Human,P50,Who authored more than human
Q7173337,Peter Collier,P106,What is Peter Collier profession
Q188874,colorectal cancer,R509,what person died from colorectal cancer
Q2666920,Grayslake,R19,what person was born in grayslake illinois
Q6312887,Jungle Queen,P136,What is the genre of movie that jungle queen is
Q175395,Adolf Berman,P20,Which city did adolf berman die in
Q7776341,The Wrong Birds,P495,which country made the wrong birds
Q1705928,Ajay Pohankar,P21,What is ajay pohankar gender
Q4684107,Adolf Hitler: My Part in His Downfall,P495,what country was adolf hitler: my part in his downfall filmed in
Q5730399,Henry Winslow Woollett,P27,which country is henry winslow woollett from 
Q6288972,Josh Heinrichs,P21,whats josh heinrichs biological sex
Q4912886,Billy Lee,P413,What position did billy lee play for the st louis browns
Q1168531,The Lavender Hill Mob,P162,who made the film the lavender hill mob
Q388266,As Far as My Feet Will Carry Me,P364,what language is as far as my feet will carry me in
Q170452,Adriano,P413,what position does adriano leite ribeiro play
Q1143358,shortstop,R413,who played shortstop for the new york mets
Q4933137,Bob Leatherbarrow,P27,Where is bob leatherbarrow from
Q380266,third-person shooter,R136,Name a third-person shooter game
Q50764,Eric Rohmer,R57,Name a film directed by Eric rohmer
Q285841,Nick Barmby,P21,is nick barmby male or female 
Q6581097,male,R21,Who is a male character from Warlord comic series
Q6212409,Joe Smith,P413,what position did joe smith play 
Q7976492,Wayne Morse Farm,P149,Which style of architecture is the wayne morse farm
Q33999,actor,R106,who is an american actor
Q1126597,Janos Kobanyai,P21,janos kobanyai would self-identify as this gender 
Q7738172,The Green Hornet Strikes Again,P136,what type of film is the green hornet strikes again
Q5648767,Hannah Law,P495,In which country was hannahs law filmed
Q206317,Kraljevo,R19,which footballer was born in the serbian city of kraljevo
Q1400,Pennsylvania,R276,What event is located in Pennsylvania
Q639669,musician,R106,Name a musician
Q4931864,Bob Bodak,P19,Where was bob bodak born
Q7991947,Wheaton,P17,what country is  wheaton located in
Q5494547,Fred Barratt,P21,what gender is fred barratt
Q711666,Arthur Symons,P19,where was arthur symons born
Q1103844,Claudio Pitbull,P19,what was claudio pitbull place of birth
Q4808587,Assault of Darkness,P136,Which netflix genre would one expect to find the film assault of darkness categorized in
Q5024477,Calvin Peete,P21,What is the sex of calvin peete
Q7901888,Usha Parinayam,P495,what country is the film usha parinayam filmed in
Q1297,Chicago,R19,who was born in chicago
Q1146552,Point Break,P162,who is the producer for point break
Q914157,Teorema,P136,what is the genre of the film theorem
Q7268527,Quake,P495,what country is quake from
Q5924410,Hsu Ming-Chieh,P413,what position does  hsu ming-chieh play 
Q193592,midfielder,R413,who is a midfielder in football
Q5268422,Dexter McCleon,P413,what position does dexter mccleon play in football
Q933339,Werewolf of London,P364,What is the language of werewolf of london
Q6880003,Mista Grimm,P264,which label is mista grimm signed to 
Q7506383,Si Johnson,P413,what position does si johnsonplay 
Q780901,3735 Trebon,P31,What would 3735 trebon be categorized as
Q598834,Criciuma Esporte Clube,P641,What type of sports team is criciuma esporte clube
Q1285467,Coal Miner Daughter,P58,Who created the story for the film coal miner daughter
Q322521,Ray Dennis Steckler,R344,which 1966 film was ray dennis steckler a cinematographer in
Q638962,Simon Bolivar Buckner,P607,In which american war did simon bolivar buckner participate
Q5567664,Thomas Spencer Baynes,P19,which town was thomas spencer baynes born in
Q3576734,Run for Cover,P364,What language is spoken in the film run for cover
Q7421569,Sara Berner,P20,which city and state did sara berner die in
Q3136207,Hiram Fuller,P27,what country is hiram fuller from
Q185632,Limassol,R19,who is a person born in limassol
Q3838,Kinshasa,R19,name an athlete who was born in kinshasa
Q328789,Rick Martin,P21,What is the gender of rick martin
Q3751867,Frank Marshall Davis,P172,which ethnicity is frank marshall davis
Q712148,Corner with Love,P364,What is the language of corner with love
Q485527,Sophie Revenge,P162,Who was the producer of the film sophies revenge
Q6175864,Jeffrey Blitz,P21,what is jeffrey blitz gender
Q8743,Thomas Edison,P21,is thomas edison a male or female
Q60193,Franz Karl Achard,P19,Where was franz karl achard born
Q4812426,At Transformation,P175,who was the artist for at transformation 
Q7812512,Todd Lumsden,P413,what position does todd lumsden play in soccer
Q483251,death metal,R136,Name a Norwegian death metal album
Q6904655,Monte Beville,P413,is monte beville a catcher or a wide receiver 
Q842770,The Fountain,P136,what genre on netflix is the fountain
Q910887,Magic,P364,What is a language of the movie magic
Q1067502,Charly,P58,who is the story of charly written by
Q685042,Always,P136,What kind of music is featured on always
Q6012689,In the Nick of Time,P175,which artist created the album in the nick of time
Q184276,Zedekiah Kidwell,P20,where did zedekiah kidwell spend his final day
Q4932754,Bob Heise,P413,what position does bob heise play
Q5231319,This Armor,P175,which musician created this armor
Q1027834,The Cave,P272,what company produced the film the cave
Q67541,Jacksons' Gap,P131,what county is jacksons' gap in
Q5218110,Daniel McKay,P413,what position does daniel mckay play 
Q238990,United States Holocaust Memorial Museum,P112,Who founded the united states holocaust memorial museum
Q7069971,Nur Ahmad Jan Bughra,P140,Which religion did nur ahmad jan bughra identify with
Q4366361,Darya Poverennova,P27,what is darya poverennova country of nationality
Q322612,Enlightenment Guaranteed,P364,what language is spoken within the movie enlightenment guaranteed
Q160534,Jack Kerouac,R50,What is the name of a book written by jack kerouac
Q2526255,film director,R106,who is a film director
Q3876813,Nighty Night,P136,What genre does nighty night fall under
Q158307,9615 Hemerijckx,P31,in what category does 9615 hemerijckx fall under
Q772084,Anthology,P136,what music genre is anthology
Q296337,Ricardo Zamora,P27,What is the nationality of ricardo zamora
Q4677339,Doctor at Large,P136,What type of movie is doctor at large
Q2060778,Puerto Rico men national volleyball team,P641,which team does the puerto rico men national volleyball team play
Q390595,Final Fantasy XIII,P179,final fantasy xiii is a game from what videogame series
Q2965281,Christian Garcia,P21,Was christian garcia a male or female
Q2668560,Pedro Linhart,P19,what is  pedro linharts place of birth
Q4791668,Arkadiusz Czarnecki,P19,where in poland was arkadiusz czarnecki born
Q60929,Hugo Schmeisser,P20,in which city did hugo schmeisser die
Q2162075,Pierre Herigone,P27,which country is pierre herigone a national of
Q16235494,Viki Kahlon,P413,what position does viki kahlon play
Q44401,Cayenne,R19,which soccer player was born in cayenne
Q51506,Richard Attenborough,P607,which major conflict did richard attenborough participated in
Q276769,The Searchers,P57,Who directed the film the searchers (film)
Q6895044,multiplayer video game,R404,what is a multiplayer game
Q63296,Maria Schrader,P19,where was maria schrader born
Q2578690,Rosebud,P179,what series has the episode rosebud
Q5489536,Frank Shellenback,P413,frank shellenback plays which position
Q7577072,Spiderhole,P136,which genre does the film spiderhole belong to
Q5231666,David Brailer,P21,which gender is david brailer
Q368571,Damian Escudero,P21,is damian escudero male or female
Q3052090,Why not,P495,what country is as you want me from
Q2038656,Vinod Khanna,P40,who is the son of vinod khanna
Q1193773,The Prisoner of Zenda,P495,what country made the film  the prisoner of zenda
Q7315361,Reshad Strik,P21,what is reshad strik sex
Q157032,Prilep,R19,who is a politician from prilep
Q5673152,Harry Wainwright,P413,what position did harry wainwright play 
Q3376205,Louise Friberg,P19,where was louise friberg born
Q205850,Franco Modigliani,P27,Which country does franco modigliani have his nationality in
Q130232,drama film,R136,What is the name of a drama movie
Q6760046,Margaret Young Taylor,P20,where in utah did margaret young taylor die
Q4738466,Always and Forever Volume 1,P175,which artist recorded always and forever volume 1
Q280658,forward,R413,what the name of a brazilian soccer forward
Q2747324,We were one man,P495,Which country is the film we were one man created in
Q6153618,Janet T Mills,P27,what country gives nationality to janet t mills
Q53094,black comedy,R136,which book can be found in the genre of black comedy
Q495845,Sequoyah County,R131,Which city is located in sequoyah county
Q4302124,Cake & Ice Cream 2,P175,what artist created the album cake & ice cream 2
Q208850,single-player video game,R404,Name a game that you can play in single-player
Q354118,Jim Noir,P264,Which label is the artist jim noir associated with
