entity_id,entity_label,relation_id,Question
Q3107595,Sky Girls,P136,what type of genre was the tv program sky girls
Q7307272,Reflections,P136,what kind of music does the reflections album play
Q11366,alternative rock,R136,what is an alternative rock album
Q2430033,Moultonborough,P421,What time zone is moultonborough in
Q148215,2215 Sichuan,P397,what does the 2215 sichuan orbit
Q9778,electronic music,R136,what is the name of an electronic music album 
Q589359,Tekken 2,P136,what is the genre of the computer videogame tekken 2
Q1752684,Killer of Sheep,P136,What type of film is killer of sheep
Q670858,Scott Bradley,R86,what movie is contributed by scott bradley
Q3826510,Royall Tyler,P21,what is the sex of royall tyler (academic)
Q691568,Belle and Sebastian,P136,What genre is belle & sebastian known for
Q93204,documentary film,R136,Name a movie title under the netflix genre documentary film 
Q559893,The Wings of the Dove,P495,Where was the film the wings of the dove released
Q437490,Barbara La Marr,P509,what was the cause of death of barbara la marr
Q6948903,Mystery of the Whale Tattoo,P136,What kind of book is mystery of the whale tattoo
Q714753,The Prisoner,P170,who is the program creator of the show the prisoner
Q43845,businessperson,R106,Name a businessman
Q4226027,When HARLIE Was One,P136,What kind of book is when harlie was one
Q7763841,The Ship That Died of Shame,P136,What genre is the film the ship that died of shame
Q512836,The Archies,P264,Which record label were The Archies under
Q7976081,Wayne Carlander,P27,what is the nationality of wayne carlander
Q2535443,Yahiro Kazama,P21,what is yahiro kazama gender
Q387674,Final Fantasy VII: Advent Children,P86,which music was played in final fantasy vii advent children
Q719551,Shintaro Katsu,R162,which film did shintaro katsu produce
Q7765687,The Spare Room,P136,What kind of book is the spare room
Q5559585,Gideon Freudmann,P1303,what is an instrument played by gideon freudmann
Q2626454,My Life as Liz,P136,what kind of show is my life as liz
Q361,World War I,R607,which military person was involved in world war i
Q203423,Zimbabwe African People Union,P112,what is the name of a founder of the zimbabwe african peoples union
Q367748,The Fall of the Roman Empire,P272,What company produced the film the fall of the roman empire
Q6246998,John Martin Robinson,P21,what gender is john martin robinson
Q1811058,Wendy and Lucy,P1431,Who was the executive producer of the film wendy and lucy
Q6720926,Maa,P136,Which genre of film is maa
Q5975275,ITunes Live: SXSW (Live in Austin TX/2011),P136,what genre is itunes live: sxsw (live in austin tx/2011)
Q175138,Batu Khan,P53,What family is batu khan from
Q7723250,The Clambakes Series Vol 1,P175,which artist made the album the clambakes series vol 1
Q178145,gothic metal,R136,what album plays gothic metal music
Q378988,adult contemporary music,R136,what is the name of a adult contemporary music musician
Q6533116,Let the Music Play: Supreme Rarities,P136,What is the genre of let the music play: supreme rarities
Q6150352,Shinji Nakae,P20,what city and country did  shinji nakae die  in
Q5288097,Does It Look Like I'm Here,P136,what type of music does does it look like im here have on it
Q2337365,Modigliani,P495,Where in europe was modigliani filmed in
Q1323477,Mikako Takahashi,P21,What gender is mikako takahashi
Q788525,Paul-Eerik Rummo,P21,What paul-eerik rummo gender
Q1595620,Sa'adu Abubakar,P19,where was sa'adu abubakar born 
Q988159,Southfield,R19,Who was born in southfield
Q6496060,Latif,P136,What kind of music does latif sing
Q7080555,Oh Well,P407,what is the language spoken in oh well
Q5229235,Dave Lutz,P413,what position does dave lutz play
Q1164190,Mona Lisa,P676,who wrote lyrics for mona lisa
Q263019,Them or Us,P136,What genre of music is them or us
Q450317,Chien-Shiung Wu,P172,What accommodation type is Natural Pension
Q566855,Sohne Mannheims,P264,what label is sohne mannheims with
Q4788490,Are You in the House Alone,P136,What type of thriller is are you in the house alone
Q280658,forward,R413,Name a football forward
Q3929800,Ralph Palka,P21,What is ralph palka gender
Q23635,Bermuda,R19,Name a cricketer born in bermuda
Q211930,Marxism-Leninism,R1142,What is a political party of marxism-leninism
Q526802,Last Contact,P364,What was the original language of the book  last contact
Q2673365,Scandia,P421,What is the time zone for the city of scandia
Q349339,Doug Liman,R57,which film was directed by doug liman
Q2546191,Walter Schoeller,P20,where did walter schoeller pass away
Q12603050,Song Hae,P21,What is song hae gender
Q1486,Buenos Aires,R276,which event was located in buenos aires
Q330629,Sony Music,R264,name an artist signed by sony music entertainment
Q7185979,Phillum City,P364,what language is phillum city spoken in
Q7776169,The World of Wonderful Reality,P495,Which country is the film the world of wonderful reality from
Q578277,Chicago Heights,R19,what former hockey player was born in chicago heights illinois
Q1707966,Joseph M Schenck,R1431,What film did joseph m schenck produce
Q7168625,historical drama,R136,what is a period piece on netflix
Q7632778,Such Is My Beloved,P136,what kind of book is such is my beloved
Q345431,John Mellencamp,P1303,what instrument does john mellencamp excel at
Q336286,defender,R413,who played defender in football
Q2282191,Cornelis de Man,P21, what gender is cornelis de man 
Q722618,Mario Bauza Cardenas,P21,what is the gender of mario bauza
Q7269157,Quark/4,P50,who wrote quark/4
Q7272110,Quincy,P136,in what genre does the artist quincy perform in
Q466383,American Pie Presents: The Naked Mile,P272,what company produced american pie presents: the naked mile
Q5649122,Hannes Sigfusson,P19,where was hannes sigfusson born 
Q3824836,Andy Kessler,P509,why did andy kessler die
Q202314,Thin Lizzy,P737,what band influenced thin lizzy
Q172303,Tyra Banks,R170,What program did tyra banks create
Q585987,Antoine Danchet,P19,Where was antoine danchet born
Q910900,The Way We Were,P58,who wrote the way we were
Q25989,Central European Time,R421,What a place in central european time zone
Q275187,Letters from Iwo Jima,P272,what company produced the film letters from iwo jima
Q3235868,Daredevils of the Red Circle,P136,What sort of movie is daredevils of the red circle
Q3403316,Prince Daye,P413,What country was the film the horror vault: part 1 produced in
Q131578,J-pop,R136,Name a musician in the j-pop genre
Q7197735,Piranha to Scurfy,P50,Who the author that wrote piranha to scurfy
Q6895044,multiplayer video game,R404,what game requires multiplayer
Q1753446,The Bouncing Souls,R175,What is the name of an album by the bouncing souls
Q8028772,Wizards & Warriors,P123,who was the publisher behind wizards & warriors 
Q217009,Socialist Revolutionary Party,P112,who is the founder of the socialist revolutionary party
Q5236212,David L Huber,P19,Where was david l huber born
Q382442,Marian Golinski,P19,Where exactly was marian golinski born
Q111148,Henning Schonfeld,P607,What war did henning schonfeld participate in 
Q4172847,Filipino people,R172,who is a filipino person
Q5246957,Dearbhla Walsh,P21,What is dearbhla walsh gender
Q2407666,James Walker,P20,Where did james walker die
Q1104388,Coast to Coast,P136,what genre is coast to coast on netflix
Q546062,Taxidermy,P136,what kind of album is taxidermy
Q17052711,Marking Time,P364,what language was marking time in
Q3071,punk rock,R136,who is a punk rock artist
Q7991665,Whatcha Gonna Do,P136,which genre is the album whatcha gonna do 
Q2348479,Thiago Martins,P27,which south american country does thiago martins belong to
Q3282449,The Ace of Scotland Yard,P364,in what language is the ace of scotland yard spoken
Q54143,Melrose,P131,What county is melrose located in
Q127669,Andrea Guerra,P413,was andrea guerra a playmaker or defender on the pitch
Q1470113,Social Democratic Front,P1142,what ideology does the  social democratic front have
Q568012,Herman Steiner,P172,What is herman steiner ethnicity
Q383768,Tarsem Singh,R57,Which film did tarsem singh direct
Q4206890,Pat Kavanagh,P509,what is pat kavanagh cause of death
Q1186369,Varese Sarabande,P138,who was varese sarabande named after 
Q2902275,Big Leaguer,P58,Who wrote the film big leaguer
Q266182,Riverboat Gamblers,P136,What type of music does the riverboat gamblers play
Q2966781,Chronicle of Amorous Accidents,P58,who wrote chronicle of amorous accidents
Q3333571,Wild Card,P136,What type of tv series is wild card
Q5540178,George Hamilton,P20,which city was george hamilton born
Q4282636,shooter game,R136,What is a game that is categorized as a shooter game
Q2599249,After Burner Climax,P136,what game genre is after burner climax
Q6501708,Laurie Sapper,P27,what is laurie sapper nationality
Q351812,Kevin Pollak,P106,What is kevin pollak profession
Q1054574,romance film,R136,what is a type of romance film
Q58705,Arabian Sea,R276,which ongoing military operation is happening in the arabian sea
Q904480,Murmur,P136,What type of music is murmur (album)
Q7336639,Ritch Shydner,P172,what is the race of ritch shydner
Q7733241,The Fallen Ones,P136,what type of film is the fallen ones
Q5357690,Electrical Storm,P136,what genre of music is the album electrical storm in
Q7326250,Richard Hannay,P21,What is the sex of richard hannay
Q123190,Jean Piaget,R138,what university named after jean piaget is the westernmost university in Africa
Q9338050,Jiang Xin,P106,what is jiang xin profession
Q7961271,Walang Hanggan,P364,what language do the characters in walang hanggan speak
Q595140,A Void,P136,What type of book is a void
Q7488898,Q7488898,P19,Where was shannon lark born
Q25419,Escherichia coli,P171,What genera is escherichia coli classified 
Q2297720,The Greatest American Hero,P136,how is the movie the greatest american hero classified 
Q343667,Dragons Forever,P86,who provided the music for the film dragons forever
Q814778,Deliverance,P58,who is the story of deliverance by
Q1150046,The Greenhornes,P136,what kind of music is the greenhornes known for
Q3285635,Caicara,P364,what language is caicara spoken in
Q931935,Pierre Pibarot,P413,Which position did pierre pibarot play
Q493110,Andre Dirrell,P21,what is andre dirrell gender
Q63028,Jens Keller,P413,Which position in football did jens keller play
Q7450545,Sengathu Bhoomiyilae,P136,What type of motion picture is sengathu bhoomiyilae
Q17,Japan,R19,Name someone born in Japan
Q14311,Jucar-Xuquer,P17,which european country is jucar river in
Q2844812,Solimoes,P17,What countries are contained in part by the watershed of the solimoes river
Q150,French,R136,which movie uses french language in netflix
Q622848,Castle Rock Entertainment,R272,What is a film released by castle rock entertainment
Q950284,3699 Milbourn,P397,What celestial body does 3699 milbourn orbit around
Q978049,Gustavo Bueno,P737,who was gustavo bueno influenced by 
Q5977521,I Have Dreamed,P86,who composed i have dreamed
Q49085,African Americans,R172,who is an african american basketball player
Q336286,defender,R413,who plays a defender in football
Q301171,Oton Zupancic,P106,What is oton Zupancic profession
Q1054574,romance film,R136,whats an example of a romance film
Q2371931,For Me and My Gal,P162,who produced the film for me and my gal
Q130232,drama film,R136,what is a drama film by William Shakespeare 
Q8004464,Franklin,P138,who is the town franklin named after
Q489935,Preble County,P138,preble county ohio was named after which naval officer
Q206112,Willie Nelson,R175,what are songs by willie nelson
Q6888203,Model A,P136,What type of music does model a make
Q882,Charlie Chaplin,R86,Which film did charlie chaplin act and direct
Q309086,Licence to Kill,P58,Who wrote licence to kill
Q7446244,Segget River,P17,where does the segget river run through
Q2923776,Brandon Phillips,P413,what position does  brandon phillips play
Q11366,alternative rock,R136,what is the name of a 2002 compilation alternative rock album
Q220944,Moshe Safdie,P21,is moshe safdie a male or female
Q1377663,Stephen Clarke,P27,what country does stephen clarke claim her nationality from
Q1400,Pennsylvania,R19,Who is the American missionary born in pennsylvania
Q3444819,Mistah FAB,P136,what kind of music does mistahfab perform 
Q3382511,Hooked,P58,who wrote hooked
Q4885837,Ben Hickey,P413,what position does ben hickey play 
Q3548377,Love Me Strangely,P364,what is the language that love me strangely is spoken in
Q444660,Siobhan McKenna,P119,Where was siobhan mckenna buried
Q4050405,Super Monkey Ball Deluxe,P404,what gameplay mode is super monkey ball deluxe
Q954589,Jean-Fery Rebel,P21,which gender does jean-fery rebel belong to
Q1022414,C B Hudson,P27,which nationality is c b hudson
Q2901773,Bidhan Chandra Roy,P20,where did bidhan chandra roy die
Q1508334,New Adventures in Hi-Fi,P136,which genre of music is the new adventures in hi-fi album
Q3526018,CB Dollaway,P21,what is cb dollaway gender
Q665829,Heinz Stettler,P19,where was heinz stettler born
Q205546,Australia,P495,what country is the movie australia from
Q362,World War II,R607,Who was an individual involved in world war ii
Q7734205,The First Texan,P364,which language was the first texan distributed in
Q34414,Rear Window,P136,what kind of movie is rear window
Q5915639,House of the Tiger King,P364,what is the original language that house of the tiger king was written in 
Q402645,Alfie,P57,who directed the film alfie
Q786090,Silver Surfer,P136,What is the genre of the silver surfer
Q4185448,72 Tenants of Prosperity,P57,72 tenants of prosperity was directed by who
Q33999,actor,R106,Name an actress
Q501407,Andre,P364,what language is featured on andre
Q52447,RZA,P1303,what instrument does group member rza  play
Q5576276,Saad bin Laden,P140,What religion is practiced by saad bin laden
Q3928516,Tales of the Jazz Age,P136,what book genre is tales of the jazz age
Q695888,The Enigma of Kaspar Hauser,P364,what language is spoken in the enigma of kaspar hauser
Q5214517,Dan Turpin,P170,who created the character dan turpin
Q171536,Geldermalsen,P421,Which time zone is geldermalsen located in
Q7451166,Sent for You Yesterday,P136,what kind of book is sent for you yesterday
Q211573,garage rock,R136,what artist plays garage rock music
Q6428974,Kondaveeti Raja,P136,What kind of film is kondaveeti raja
Q1257981,Birdy the Mighty,P136,What type of program is birdy the mighty
Q339216,KING,P136,what type of music is king
Q13157787,Seosamh O Duibhginn,P21,What is Seosamh O Duibhginn gender
Q10453606,David Lyner,P19,where was david lyner born
Q37320,Cleveland,R19,Name a person born in cleveland ohio
Q1143438,The Mysterious Mr Quin,P136,is the mysterious mr quin fiction or nonfiction
Q6406325,Kiko Alonso,P413,What position does Kiko Alonso play
Q131834,Pin,P136,Which genre of film is pin
Q2157322,Robert Goss,P27,which country does bob goss belong to
Q24862,short film,R136,Name a film from the short film genre
Q5287,Japanese,R136,what a japanese language movie available through netflix
Q2621355,15729 Yumikoitahana,P31,what kind of celestial body is 15729 yumikoitahana
Q12126144,Men of San Quentin,P495,which country was men of san quentin filmed
Q6176201,Jeffrey P Buzen,P19,Where was jeffrey p buzen born
Q193592,midfielder,R413,Who is a midfielder for a soccer team
Q85621,Andreas Hykade,P27,Where is andreas hykade from
Q5316643,During the Round-Up,P495,which country produces during the round-up
Q4422624,Hidden Crimes,P86,who directed the music in hidden crimes
Q3491166,Wizard,P136,the book wizard written in 1980 is of what genre
Q8001215,Richland Township,P421,What is the time zone of richland township
Q3204977,The Man Who Understood Women,P136,what double genre film is the man who understood women
Q37073,pop music,R136,what album is from the pop music genre pop music
Q12892,Antwerp,R19,who is a famous person born in antwerp
Q1183957,Hulmeville,P131,hulmeville is a borough in which county
Q1594075,Heidelinde Penndorf,P21,which gender does heidelinde penndorf belong to
Q6425722,Kofi Sarkodie,P27,what is the nationality of kofi sarkodie
Q974169,10814 Gnisvard,P65,where was 10814 gnisvard discovered
Q1353158,Giovanni Battista Foggini,P172,what ethnicity is giovanni battista foggini 
Q7072791,OOPArts,P175,Which artist is on the album ooparts
Q362,World War II,R607,which military person was involved in world war ii
Q7233379,Possessed II,P495,Which country produced the fim Possessed II
Q2116212,Tango,P344,Who did the cinematography of tango
Q615721,The Man from Utopia,P136,What type of rock does the man from utopia play
Q49686,Vasili III of Moscow,P20,Where did vasili iii of russia pass away
Q15053644,Paint (band),P136,what is the genre in which the artist paint performs in
Q40236,Manaus,P17,what country is manaus located
Q74732,Jorg Huffschmid,P27,Where is jorg huffschmid from
Q800254,Bahman Jalali,P509,what caused bahman jalali death
Q7428297,Saving Shiloh,P162,Who produced saving shiloh
Q3182525,John Steppling,P19,what is john steppling place of birth
Q1452629,Freddy Bienstock,P20,which city did freddy bienstock die
Q7713102,The Alice B Toklas Cookbook,P364,what was the alice b toklas cookbook wirrten in
Q2625909,Siyanda Xulu,P21,is siyanda xulu male or female
Q12586972,Q12586972,P19,Where was kim gwang-su born
Q64,Berlin,R19,which silent film actor was born in berlin
Q10381561,William Mocquet,P413,which general position does william mocquet play
Q1152909,Resident Evil: The Darkside Chronicles,P179,what series did resident evil: the darkside chronicles come from
Q11629,art of painting,P170,name a painting artist
Q332530,Leo McCarey,R57,What is a film that leo mccarey directed
Q1445909,Seeds of Time,P175,What artist released the album seeds of time
Q1467461,Miss Universe 1929 - Lisl Goldarbeiter A Queen in Wien,P136,what type of movie is miss universe 1929
Q1091344,The Painted Veil,P495,which country released the painted veil
Q5672921,Harry Trott,P19,where was harry trott given birth
Q3411599,Padayappa,P136,what is the genre of padayappa
Q195332,Antonio Pierce,P172,what ethnicity does antonio pierce identify with
Q3012646,Night Across the Street,P495,What country is night across the street from
Q629975,The Tourist,P58,Who wrote the film the tourist
Q37158,Starbucks,P112,who is the founder of starbucks 
Q2653151,Paul Thomson,P1303,What is an instrument paul thomson plays
Q507334,Mel Damski,R57,What is a film directed by mel damski
Q1304008,Le Rouge et le Noir,P364,what language spoken on le rouge et le noir
Q1146217,Fernando Lamas,P509,what was fernando lamas cause of death 
Q216961,Eurodance,R136,What is the name of a eurodance artist
Q15452028,Kishore Sahu,P20,where is the place of death of kishore sahu
Q5607791,Gretta Bader,P19,what country was gretta bader given birth in
Q105527,jazz fusion,R136,what is the name of a jazz fusion artist 
Q504844,Yosef Tekoah,P21,what is yosef tekoah gender 
Q589187,Sliders,P136,what type of program is sliders
Q687924,All Night Long (All Night),P676,who was the lyricist for the song all night long
Q547039,Simon Schaffer,P21,What is simon schaffer gender
Q7309869,Rei Rei,P136,what tv genre is rei rei in 
Q3374797,Penny Racers,P404,which gameplay mode does penny racers follow
Q142,France,R276,What is an event that happened in france
Q2403747,Blinx 2: Masters of Time and Space,P123,who is the american publisher of the game blinx 2: masters of time and space
Q5326165,Earl Williams,P413,what position does earl williams play
Q182015,thriller,R136,what movie is thriller (genre)
Q7491605,Shawty Redd,P264,Which label is shawtyredd signed to
Q385122,Speak Now,P136,what types of music is speak now
Q7931685,Vincent Brome,P21,What gender is vincent brome
Q1396262,Molly Brant,P20,Where did molly brant die
Q5823,Ceuta,R19,Which Spanish football player was born in ceuta
Q36834,composer,R106,Name a composer
Q6961884,Namini Subrahmanyam Naidu,P19,where was namini subrahmanyam naidu born
Q3991873,Tito LeDuc,P20,Did tito leduc die in rome or san francisco
Q11366,alternative rock,R136,Which artists play alternative rock
Q3210758,The Mummy or Ramses the Damned,P136,the book the mummy or ramses the damned was done in what genre
Q3008506,The Hearts of Age,P136,what kind of film is the hearts of age
Q1529784,Glassjaw,P136,What is the genre of music made by glassjaw
Q1395048,Miroslav Holub,P19,where was miroslav holub born
Q3001888,Sony BMG,R264,which artist is signed to sony bmg music entertainment
Q2149612,Richard Greatrex,R344,what film was richard greatrex the cinematographer for
Q506198,Henry Thomas,P27,what is henry thomas country of nationality
Q2165941,Knud Karl Krogh-Tonning,P20,where did knud karl krogh-tonning die
Q5967378,Q5967378,R136,what is a 1980 speculative fiction book
Q5407129,Kouhei Kadono,P19,What is the birth place of kouhei kadono
Q53302,Palmanova,R19,what Italian hammer is from palmanova
Q5662307,Harold Sandford Mugford,P20,where did harold sandford mugford die
Q7612913,Steve Israel,P19,Where was steve israel born
Q7064323,Nova Spivack,P737,Who was Nova Spivack influenced by
Q5758892,Highland Lodge,P149,what is the architectural style of highland lodge
Q1635619,The Saints,R175,what is an album by the saints
Q7353813,Rochdale Town Hall,P149,what is the architectural style of rochdale town hall
Q4928014,Bloodstained Memoirs,P495,which country produces bloodstained memoirs
Q5771945,His Chum the Baron,P495,In what country was the film produced
Q3881001,Off the Trolley,P364,What language is used in the film off the trolley
Q1765895,Re,P136,what kind of music is on re
Q4731923,Allen Trovillion,P140,what type of creed is practiced by allen trovillion
Q34739,Dayton,R19,One individual born in dayton ohio is
Q429397,Lethal Weapon 4,P364,What language is lethal weapon 4 offered in
Q6656678,Live at the Epicentre,P136,whats the genre of the album live at the epicentre
Q6434303,Kottaram Veettile Apputtan,P136,what film genre is kottaram veettile apputtan
Q794871,Ozzie Nelson,P40,What is the name of one of Ozzie Nelson children
Q539718,Joel Silver,R112,Which organization did joel silver found
Q4931666,Bob Andrews,P136,what kind of music does bob andrews (keyboardist) perform 
Q7302530,Reckless Behavior: Caught on Tape,P136,what kinds of movie is reckless behavior: caught on tape
Q7794404,Thomas Tennebo,P21,What was thomas tennebo gender
Q253918,melodic death metal,R136,What a melodic death metal album by soilwork
Q822523,Bernard Knowles,R57,which film was bernard knowles the director 
Q5107028,Chris Jones,P413,What position does chris jones play
Q16194219,Noel Murphy,P21,What is the gender of noel murphy
Q3721003,El Salvador,P175,who was the artist of the album el salvador
Q1047150,Kawachi Province,R19,who was born in kawachi province
Q4713030,Alchemy,P136,what types of book is alchemy
Q5942624,Stop in the Name of Love,P175,which artist put out the album stop in the name of love
Q1075066,Chixdiggit,P136,what music style does chixdiggit perform 
Q4733561,Alma Julia Hightower,P20,what was the place of death of alma julia hightower
Q1054574,romance film,R136,whats an example of a  romance film
Q15310056,Move On Up,P407,what language was move on up composed in
Q42183,Whig Party,P112,who is the founder of the whig party (united states) 
Q4285694,George W Maher,P509,What is the cause of death of george w maher
Q2877782,Babasonicos,P136,What is the type of music babasonicosoficial makes
Q3286556,Mansoor Khan,R58,What film did mansoor khan contribute to
Q5228450,Dave Burns,P27,which country does dave burns come from
Q885177,Blood on the Dance Floor,P136,What is the genre of music blood on the dance floor makes
Q930598,Kent Taylor,P509,why did  kent taylor die
Q213122,Betty Ford,P20,where did betty ford die
Q822807,Bernard and Doris,P57,Who directed the movie bernard and doris
Q36180,writer,R106,who was a famous writer
Q4183998,The Detective,P495,What was a country of origin of the film the detective
Q483251,death metal,R136,Which death metal was released by crionics
Q11892180,Sami Hedberg,P27,What country is sami hedberg from
Q17418205,Norbert Sauer,P27,What is the nationality of Norbert Sauer
Q3988703,The Pez Collection,P175,whose album is the pez collection
Q829523,The Plot to Kill Hitler,P136,What genre is the plot to kill hitler
Q699041,Fuad Hassan,P509,How did fuad hassan died
Q30876,Yash Chopra,R162,what is a film coproduce by yash chopra
Q6246543,John Maloney,P106,what is john maloney profession
Q1268581,Dyan Sheldon,P19,Where in the United States was dyan sheldon born
Q1898045,Winnie Haatrecht,P19,where was winnie haatrecht born 
Q7297506,Ray Gaddis,P19,which city was raymon gaddis born in
Q4944473,Borden-Winslow House,P149,what was the architectural style of  borden-winslow house
Q17025675,Titas - 84 94 Um,P136,what kind of music is on the album titas - 84 94 um
Q7786330,This Toilet Earth,P136,what kind of music genre is this toilet earth
Q24862,short film,R136,What is an example of a short film
Q319283,Charlie Haden,P40,what is charlie haden daughter name 
Q5419358,Excalibur,P404,which type of game mode is excalibur
Q312632,Jack Vance,R50,What is the name of a notable book written by jack vance
Q7720431,The Brush-Off,P136,what type of novel is the brush-off
Q525,Sun,P398,What orbits the sun
Q2326888,The Night the Light Went On (In Long Beach),P136,which genre of music is the album the night the light went on (in long beach) in
Q211206,Stand and Deliver,P86,who contributed music in stand and deliver 
Q1138078,Yukihiko Tsutsumi,R57,which film did yukihiko tsutsumi direct 
Q5044509,Carol Plum-Ucci,P19,carol plum-ucci was born in which north east US city
Q193573,Moulin Rouge,P57,Who directed the movie moulin rouge
Q1050571,catcher,R413,The name of a baseball player that plays the position of catcher is
Q2279015,Angus Thongs and Perfect Snogging,P495,What country is angus thongs and perfect snogging from
Q1361323,Jaz Coleman,P264,which label is jaz coleman signed to
Q7763223,The Seeing Stone,P136,What kind of book is the seeing stone
Q2438622,Simon Curtis,R175,what is an album from the artist simon curtis
Q2086913,Central Time Zone,R421,where is a place in the north american central time zone
Q213268,Dodoma Region,P17,which country locates dodoma region
Q164963,The Lord of the Rings: The Two Towers,P58,who wrote the original story of the lord of the rings: the two towers
Q2394073,Tarek Helmy,P21,what sex is tarek helmy
Q978036,Francisco Camps,P27,what nationality does francisco camps identify as
Q873974,Dark Suns,P136,what kind of music does dark suns play
Q1192982,The Village Schoolmaster,P364,in what language is the book the village schoolmaster written
Q38022,St Louis,R19,Which presidential son was born in st louis
Q520606,The Lex Diamond Story,P136,What style of music is the album the lex diamond story
Q483352,thrash metal,R136,What a thrash metal band from singapore
Q2658515,Beaver,P131,what county in west virginia is beaver a part of
Q3852276,Matthew Smith,R178,What game has been developed by matthew smith (games programmer)
Q271062,Age of Mythology,P136,what genre of game is age of mythology
Q1114448,cartoonist,R106,Name a cartoonist
Q6173783,Jeff Evans,P21,what is jeff evans gender
Q998596,Piqua,R19,Who a lawyer born in piqua ohio
Q757606,Atomic Rooster,P264,which label does atomic rooster work for
Q3788455,Cool Boarders,P123,who was the publisher for cool boarders
Q857211,The Rugrats Movie,P57,Who directed the film the rugrats movie
Q4965077,Brian Priestman,P19,where was brian priestman born 
Q2592862,I Don't Kiss,P364,what language is spoken throughout the movie i don't kiss
Q6767774,Mark Goodson,R170,What tv program did mark goodson create
Q5173566,Cory Cyrenne,P21,what gender does cory cyrenne identify as
Q459290,independent film,R136,what is a comedy indie film
Q1326853,Helmut Hermann,P413,What position does helmut hermann play in soccer
Q6151078,Tota Alba,P27,what country was tota alba born in
Q217303,Trapped,P364,what language is trapped available in
Q7663532,Syrup,P136,what genre is the book syrup
Q8740,Vietnam War,R607,Who was a military personnel involved in the vietnam war
Q1876579,Luisa Zappa,P27,what country is luisa zappa branduardi from
Q770321,South African Standard Time,R421,what country is located in south africa standard time zone
Q3071,punk rock,R136,Name a punk rock artist
Q3053973,Heine Fernandez,P19,what was heine fernandez place of birth 
Q472055,strategy video game,R136,What is an example of a strategy video game
Q7232327,Portrait of a Mobster,P495,What country did portrait of a mobster come from
Q756320,Metal Blade Records,R264,Who an artist off metal blade records
Q2247706,The Crowd Roars,P57,who directed the crowd roars
Q11520958,Yuji Honma,P19,Which city was yuji honma born in
Q4189712,Gloomy Salad Days,P495,which asian city showcasts the gloomy salad days program
Q4540183,Gary Barnacle,P136,what sort of music did gary barnacle create
Q3107469,The Report,P495,what country released the report
Q5371234,Emil Forsberg,P413,What is emil forsberg soccer player position
Q8253,fiction,R136,What is a book of the fiction literary genre
Q442942,Miho Hatori,P136,what type of music does miho hatori make
Q37073,pop music,R136,what is an album in pop music
Q2301280,Boris Titulaer,P27,what country does borush live in
Q2966375,Christophe Mandanne,P19,where was christophe mandanne born 
Q6483331,Lance Blankenship,P413,what position does lance blankenship play at
Q960233,Bergerac,P136,What kind of show is bergerac (tv series)
Q3555988,Vernon Florida,P136,what genre is vernon florida
Q6394424,Q6394424,P21,What gender is kerron cross
Q2501910,Ancient Aliens,P136,what kind of program is ancient aliens
Q217191,soft rock,R136,Name a soft rock artist 
Q266137,Satyen Kappu,P509,what was satyendra kapoor cause of death
Q447250,Suleyman Kerimov,R112,which organization did suleyman kerimov create
Q130232,drama film,R136,What is the tittle of the 2009 Australian drama film
Q438476,alternative country,R136,Name an artist in the genre alternative country
Q6532863,Let Me Die a Woman,P136,what type of movie is let me die a woman
Q2339602,Rupert Thorne,P170,who created rupert thorne
Q24925,science fiction,R136,what is science fiction
Q7562569,Sonya Adler,P20,where in england did sonya adler die
Q5504040,Friendliness,P136,what kind of music is on friendliness
Q714418,Decimus Burton,P21,what sex does decimus burton identify with
Q2220856,Shikoku,P136,what country is shikoku from 
Q797875,Baby Snakes,P136,What is the genre of film by baby snakes
Q5623842,Gwyneth Hughes,R58,which film did gwyneth hughes write
Q2074337,Sparrows,P136,what type of movie is sparrows
Q724098,Mike Mills,P21,what is the gender of mike mills
Q7317954,Revento,P175,what is the name of the salsa singer from revento
Q2498310,The Early Years,P175,which artist put out the album the early years
Q5515585,Gabriel Coury,P20,where did gabriel coury pass away 
Q16998195,Mouth to Mouth,P175,whose album is mouth to mouth
Q2876029,Charles Stark Draper Laboratory,P138,who is the charles stark draper laboratory named after
Q596844,Waterland,P495,what country made the film waterland
Q2472781,16757 Luoxiahong,P397,What does 16757 luoxiahong orbit
Q17141151,Rheinita,P136,Which genre is the album rheinita associated with
Q553900,Richard Crashaw,P19,which city was richard crashaw born in 
Q2250601,Deadfall,P495,Which country created the film deadfall
Q1396982,Michel Magne,R86,what film was  michel magne the music contributor of
Q3050618,Electrosexual,P136,what is the genre of the artist electrosexual
Q151730,Zozo,P495,which country released zozo
Q33405,Little Rock,R19,who was born in little rock arkansas
Q4677393,Action of 9 February 1945,P710,which country came out on top in the action of 9 february 1945
Q546471,The First Great Train Robbery,P495,Which country was the first great train robbery filmed
Q49085,African Americans,R172,who is ethnically african american
Q1748183,Jean-Pierre Denis,P27,what country is jean-pierre denis from
Q2143665,children film,R136,What an animated family film
Q60779,Curt von Bardeleben,P27,what country is curt von bardeleben from 
Q6278447,Jorge Palatsi,P27,what nationality is jorge palatsi 
Q211314,Florina Prefecture,P17,what country is florina in 
Q20,Norway,P421,what time zone is norway in
Q1153260,Bionicle Heroes,P404,what mode can you play bionicle heroes
Q3377394,Finder Fee,P136,what film genre is finder fee
Q42562,Curcuma longa,P171,what is the higher classification of turmeric
